image_id,movie_id,poster_path,backdrop_path
326,25066,/3OrapxFNr12AhRxupQ8Z2jP1D13.jpg,
327,46797,/vLh2r5QyIooLhmYNYEaSZ4Jxsav.jpg,
328,12122,/iwmI6kZWPJ9TYC4PJ0fi80TNFx5.jpg,
329,11381,/lbsuDUaTH9POXWb4Inyck8gZFck.jpg,
330,32636,/ii4bqnfm5aW3TxqGh0tcxS8nijK.jpg,
331,36141,/xoMf6741KkVgHMqVWCvflqTHf09.jpg,
332,95963,/lP0YJPbtshhFHGVSgiQojuiC1im.jpg,
333,1587,/jQLoOPwNxyILwDbdhn9DsfQz0Sg.jpg,
334,9271,/7vdg9lA1un8TrNLlLKsaQtVqs4a.jpg,
335,2064,/9StV7DX4ZtRZGJs9VcVEPvxIKL6.jpg,
336,19855,/neSgQuAS2zWZeqfHHNv41IEuR6v.jpg,
